price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
"$4,200,000",2325,3,1,2,no,no,no,no,no,0,no,semi-furnished
"$4,200,000",4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished
"$4,200,000",3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished
"$4,200,000",5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished
"$4,200,000",7000,3,1,1,yes,no,no,no,no,3,no,furnished
"$4,200,000",4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished
"$4,200,000",3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
"$4,200,000",2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished
"$4,200,000",4500,3,1,1,yes,no,yes,no,no,0,no,furnished
"$4,193,000",8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished
"$4,193,000",3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished
"$4,165,000",4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished
"$4,165,000",4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished
"$4,165,000",4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
"$4,130,000",4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
"$4,130,000",5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
"$4,123,000",6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
"$4,098,500",3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished
"$4,095,000",3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished
"$4,095,000",4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished
"$4,095,000",5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
"$4,060,000",5900,4,2,2,no,no,yes,no,no,1,no,unfurnished
"$4,060,000",4992,3,2,2,yes,no,no,no,no,2,no,unfurnished
"$4,060,000",4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished
"$4,060,000",3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished
"$4,060,000",4320,3,1,2,yes,no,no,no,no,2,yes,furnished
"$4,025,000",3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished
"$4,025,000",3460,3,2,1,yes,no,yes,no,yes,1,no,furnished
"$4,025,000",5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished
"$4,007,500",4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished
"$4,007,500",3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
"$3,990,000",4100,4,1,1,no,no,yes,no,no,0,no,unfurnished
"$3,990,000",6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished
"$3,990,000",4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished
"$3,990,000",3960,3,1,2,yes,no,no,no,no,0,no,furnished
"$3,990,000",4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
"$3,920,000",7260,3,2,1,yes,yes,yes,no,no,3,no,furnished
"$3,920,000",5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
"$3,920,000",3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished
"$3,920,000",3290,2,1,1,yes,no,no,yes,no,1,no,furnished
"$3,920,000",3816,2,1,1,yes,no,yes,no,yes,2,no,furnished
"$3,920,000",8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
"$3,920,000",2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
"$3,885,000",3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
"$3,885,000",3180,4,2,2,yes,no,no,no,no,0,no,furnished
"$3,850,000",5300,5,2,2,yes,no,no,no,no,0,no,semi-furnished
"$3,850,000",3180,2,2,1,yes,no,yes,no,no,2,no,semi-furnished
"$3,850,000",7152,3,1,2,yes,no,no,no,yes,0,no,furnished
"$3,850,000",4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,850,000",3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished
"$3,850,000",2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
"$3,850,000",2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
"$3,836,000",3350,3,1,2,yes,no,no,no,no,0,no,unfurnished
"$3,815,000",3150,2,2,1,no,no,yes,no,no,0,no,semi-furnished
"$3,780,000",4820,3,1,2,yes,no,no,no,no,0,no,semi-furnished
"$3,780,000",3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
"$3,780,000",3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished
